customer_id,city,state,zip,email,monthly_usage_kwh,monthly_bill,service_type,status,ip_address,monthly_bill_clean,phone,name,address,language,company,account_open_date,last_payment_date,browser
133,Cherylberg,NM,57826,danielhorton@gmail.com,316.1,"164.72 USD",Electric,Active,30.26.29.121,164.72,260-222-3420,"melissa mendoza","69797 cheryl tunnel",fr-FR,unknown,2015-10-25,2025-03-21,chrome
163,Garciaburgh,IL,98129,linda86@gonzalez-marsh.com,1146.4,"325.45 USD",Water,Active,134.41.207.101,325.45,928-954-4560,"veronica parks","26728 floyd hills suite 890",es-ES,unknown,2016-06-27,2025-10-28,edge
81,Brucefort,NM,72793,iwhite@bernard.com,1494.7," $79.03",Electric,Active,90.83.94.192,79.03,(49-7)2-4357,"nicholas bell","62312 jeffery motorway",en-GB,unknown,2017-05-26,2024-07-09,ie
55,Johnville,OR,78676,carlos88@hartman.info,198.9,115.28,Water,Active,194.136.156.134,115.28,671-906-6928,"jason beck","654 michael cliff",es-ES,unknown,2015-11-19,2024-09-27,safari
162,Michaelfort,IL,52184,astewart@craig.org,1942.5,"137.65 USD",Gas,Inactive,139.131.78.24,137.65,(90-8)7-9238,"michael thompson","5942 young mountains",es-ES,haynes-watson,2020-08-26,2025-05-07,ie
152,"North Gabriel",NC,39939,eleonard@garza.biz,290.2,273.57,Water,Active,25.18.15.109,273.57,690-543-0477,"jennifer rivera","02992 crystal canyon",es-ES,greene-elliott,2017-07-07,2024-03-08,chrome
123,Denisehaven,WI,16903,susanwells@hotmail.com,1760.1,$430.25,Gas,Inactive,212.59.234.193,430.25,454-626-6241,"dana burns","2414 paul estates apt. 333",en-US,unknown,2017-01-04,2025-11-22,chrome
192,"South Jenniferport",PA,45382,changmegan@gmail.com,972.3,82.71,Electric,Active,150.165.136.125,82.71,371-354-6516,"edwin richardson","2145 warren square apt. 901",es-ES,unknown,2017-08-23,2025-02-19,safari
277,"Port Donaldside",NE,Unknown,brownsandra@harper-franco.biz,521.6," $387.71",Water,Active,52.95.23.123,387.71,410-801-4277,"lisa delgado","398 williams streets apt. 416",en-US,unknown,2018-02-10,2024-12-22,safari
327,"Port Thomas",CA,Unknown,allendanielle@gmail.com,740.1,$64.42,Electric,Active,32.225.253.211,64.42,942-772-4977,"rebecca allen","5269 diaz springs",fr-FR,unknown,2017-02-06,2025-07-08,safari
150,Maryview,ND,30766,ccrosby@juarez.com,886.6,$292,Gas,Active,196.79.180.160,292.00,(52-0)8-4919,"christopher fry","3038 hughes motorway apt. 051 apt. 281",es-ES,"thompson, valdez and diaz",2020-06-28,2023-09-23,safari
223,"East Patriciamouth",CO,77065,eramirez@yahoo.com,1828.9,38.88,Water,Inactive,171.39.75.43,38.88,293-316-8362,"paige flores","7881 mckinney springs suite 795",en-GB,unknown,2021-11-12,2025-02-14,safari
25,Shelleyfort,CA,31465,brandon08@terry-martinez.info,823.5,$268,Water,Active,131.110.84.192,268.00,985-577-3749,"christopher smith","94777 lopez center",es-ES,unknown,2018-06-28,2023-02-22,safari
193,"North Danielle",LA,92557,nmorton@gmail.com,1137.1," $175.21",Gas,Active,164.236.162.233,175.21,781-248-7527,"lisa crawford","01071 lauren mall suite 055",es-ES,unknown,2016-01-30,2024-11-16,firefox
62,Meganshire,AK,69130,stacey84@king.net,509.8,"190.48 USD",Electric,Active,214.190.241.55,190.48,(47-9)6-6094,"christopher donovan","49818 brittany prairie apt. 299",es-ES,"williams ltd",2018-12-02,2025-04-29,chrome
16,"Lake Heather",MO,39831,donnacampbell@hotmail.com,1935.4,$161.15,Gas,Active,64.90.216.161,161.15,681-427-4269,"jeremy lewis","34332 brandon mountains apt. 769",en-US,unknown,2017-07-02,2024-01-31,chrome
106,"Lake Lori",OR,55215,aaron64@harris.biz,276.3,$198.87,Water,Active,212.46.195.38,198.87,426-656-7129,"joshua fields","24103 haynes landing suite 191",en-GB,unknown,2015-04-11,2023-08-03,edge
26,"East Johnside",GA,Unknown,davidduran@carlson.biz,895.4,$373.6,Gas,Active,119.132.194.242,373.60,779-242-6688,"robert avery","4964 chelsea streets apt. 334",en-GB,unknown,2022-04-06,2023-01-26,chrome
74,"New Stevenport",AK,51853,frazierjennifer@yahoo.com,672.3,$241.44,Gas,Active,128.49.103.204,241.44,361-650-7809,"brittany murphy","707 william motorway",en-US,unknown,2018-11-15,2023-09-25,safari
43,"West Jacqueline",MA,64460,caroline51@romero.com,1669.4,"248.27 USD",Gas,Delinquent,137.43.8.76,248.27,172-231-2633,"maurice christensen","514 lindsay vista apt. 940",es-ES,unknown,2016-12-20,2023-09-28,safari
4,"Lake Jenniferside",KY,37653,icox@hotmail.com,328.6,$190,Electric,Active,217.100.90.97,190.00,986-994-1916,"kimberly burgess","01226 paul ranch suite 848",es-ES,unknown,2021-05-12,2024-03-11,firefox
48,Fordside,WA,15683,tramos@vargas-bell.com,1702.2,$46,Gas,Active,121.129.131.177,46.00,687-659-6931,"lori  hernandez","7005 jones way apt. 998",en-US,unknown,2022-05-22,2025-07-27,edge
292,"South Jesus",WY,72288,janicebolton@hotmail.com,1396.8,$381.83,Water,Active,195.216.121.138,381.83,883-308-4825,"michael wright","44566 thomas passage apt. 633",es-ES,unknown,2019-02-15,2023-02-13,firefox
30,"South Staceyberg",VT,74340,samuel71@dudley.com,409.5,"225.85 USD",Electric,Active,184.191.229.144,225.85,329-480-1745,"olivia harris","8086 jeffrey ville",en-US,unknown,2016-02-25,2024-08-05,chrome
118,"Port Paulhaven",ND,94491,bakersteven@gmail.com,450.6,"384.59 USD",Water,Active,192.252.199.11,384.59,803-947-7291,"stephen wood","021 elizabeth valley suite 938",es-ES,unknown,2015-12-12,2024-08-06,firefox
112,"Port David",HI,41056,marycochran@weaver-thompson.com,1636.4,284.95,Electric,Active,137.116.29.24,284.95,660-469-6711,"alyssa haynes","39308 smith ridges",en-US,unknown,2017-05-09,2025-05-26,ie
279,Erinstad,CO,50895,xthompson@hotmail.com,418.1,$145,Electric,Inactive,200.226.116.137,145.00,770-939-1665,"robert carey","75370 julia trace",es-ES,unknown,2022-09-15,2024-04-07,chrome
213,"North Jillfort",AK,32184,johnsonbrian@hotmail.com,439.4,39.3,Gas,Active,170.46.230.163,39.30,647-399-2719,"arthur fernandez md","1387 joyce fort",en-US,unknown,2018-12-03,2023-10-26,chrome
260,"Lake John",SC,22844,"nturner at yahoo.com",1401.7,$260.15,Gas,Delinquent,135.116.15.179,260.15,913-609-9794,"matthew stevens","1220 daniel brook apt. 037",en-GB,"lee, turner and ford",2020-01-28,2024-05-07,firefox
206,"Port Tyler",WI,89423,joshua40@rodriguez.com,962.7,$419.21,Water,Active,156.43.253.186,419.21,857-597-9026,"sarah ramirez","2437 lauren wall apt. 512",es-ES,unknown,2015-10-18,2024-03-03,edge
2,"North Donnaport",IN,59797,"jamesmichael at munoz-roman.info",1095.6,$367,Gas,Active,100.244.18.178,367.00,(91-4)6-3265,"daniel gallagher","1849 ray squares",en-US,unknown,2016-02-01,2024-12-05,chrome
323,Grahamshire,MD,64496,casey50@yahoo.com,1894.8," $409.08",Electric,Inactive,18.197.241.68,409.08,767-790-9930,"kylie williams","65726 jessica run suite 987",fr-FR,unknown,2015-09-13,2025-05-10,edge
8,"East Richard",IL,40161,jamesherrera@henderson.info,496.4,$324.37,Electric,Inactive,9.15.145.99,324.37,648-729-8397,"nicholas mcbride","78108 tanya terrace",es-ES,barrera-martin,2021-08-07,2023-01-15,safari
138,Meganside,MD,Unknown,mbarnes@hotmail.com,805.7," $59.19",Gas,Inactive,203.91.209.225,59.19,411-374-5781,"betty hughes","6547 devon rapids",en-US,unknown,2019-06-17,2025-09-28,edge
84,"New Juliestad",CT,63148,karenmarquez@hickman-evans.org,1964.3,307.78,Gas,Active,195.150.57.82,307.78,954-545-5833,"samuel smith","685 campos dam",fr-FR,hall-jones,2019-10-18,2023-06-27,firefox
237,"Port Shawn",KS,Unknown,hallroger@yahoo.com,226.5,$297.35,Electric,Inactive,136.157.108.120,297.35,343-075-0834,"william morgan","994 kelly shores suite 784",en-US,unknown,2021-09-08,2024-11-01,chrome
212,Tommouth,ID,27677,richard15@hotmail.com,1144.3,300.47,Water,Active,198.7.161.171,300.47,761-608-5301,"joseph frey","74328 tammy shore apt. 461",fr-FR,"johnson inc",2020-05-23,2025-09-26,firefox
66,Ericksonport,AK,50642,williamsjennifer@stone-hernandez.net,607.9,35.75,Electric,Inactive,135.3.194.247,35.75,141-508-1566,"christina hicks","9526 wheeler parkways",es-ES,unknown,2020-10-12,2025-08-27,chrome
49,"Port Crystalmouth",MA,76263,vgarcia@miller.info,1455.6," $386.7",Electric,Active,56.189.119.202,386.70,848-799-9984,"john hernandez","892 watson haven suite 659",es-ES,unknown,2021-10-15,2023-07-23,edge
153,Sandrashire,IN,72180,"ajackson at hotmail.com",1341.8,$149.48,Gas,Active,134.242.208.19,149.48,869-220-1790,"claire obrien","298 jackson spur",en-US,unknown,2022-11-14,2024-02-25,edge
248,Guzmanside,MD,31229,jason27@stewart.com,553.6,$187.09,Gas,Active,201.198.11.243,187.09,592-609-3073,"tabitha turner","77656 madison square suite 815",en-US,neal-gill,2015-10-31,2023-05-08,safari
250,"West Georgeshire",AL,39602,vaughansandra@salazar.info,831.2,"163.38 USD",Water,Delinquent,207.161.49.150,163.38,856-821-3353,"james bennett","2069 burke drive",en-US,unknown,2019-04-24,2023-09-06,firefox
271,Smithside,CA,86704,watsonvickie@carter-johnson.com,350.3,$31.54,Gas,Delinquent,116.244.137.244,31.54,(40-4)3-9072,"jacob roberts","604 lewis viaduct",en-US,unknown,2018-05-29,2025-08-07,edge
175,"North Jessicaside",ID,76476,fhebert@owen-brown.net,558.2," $409.71",Water,Active,47.235.187.192,409.71,(75-1)4-0153,"mitchell smith","0948 jessica village suite 138",fr-FR,unknown,2022-01-31,2025-04-09,firefox
276,"New Stephanie",OH,Unknown,kathrynpearson@torres.info,1596.5,$104.43,Water,Active,157.188.219.241,104.43,(41-4)3-3322,"alicia spencer","832 fernandez extension",en-US,unknown,2015-03-19,2025-06-02,firefox
233,"North Andrewfort",NE,47128,jenniferjohnson@gmail.com,1104.1,"153.89 USD",Electric,Active,66.25.70.155,153.89,773-726-2677,"brenda ramos","23423 tina manors",en-US,unknown,2021-06-09,2023-12-17,chrome
69,Derrickshire,IA,13396,stephanie24@gmail.com,560.5,$412.82,Gas,Active,35.92.3.169,412.82,787-340-9674,"kimberly huang","157 burgess forest apt. 848",es-ES,"santiago plc",2017-02-01,2025-11-26,ie
126,Stevenville,AR,Unknown,kellyruiz@green.com,958.8,$65,Gas,Active,204.145.217.142,65.00,522-602-6345,"megan romero","135 julie inlet suite 554",en-GB,unknown,2017-04-10,2023-08-12,safari
141,"West Stevenberg",FL,Unknown,shane12@moss.biz,1766.3," $357.87",Gas,Active,185.163.15.110,357.87,669-212-9561,"kimberly morrison","4842 brandy glens",en-US,unknown,2021-05-09,2023-08-05,ie
130,Cindyberg,CT,92674,stanleydesiree@williams.biz,720.9,$226,Water,Active,202.60.71.180,226.00,289-486-7275,"dawn nichols","1847 jamie spur apt. 461",en-US,unknown,2021-02-04,2025-02-22,safari
200,"Lake Sarahshire",NM,54815,amanda69@allen-sanchez.com,694,$219.38,Electric,Active,61.160.74.181,219.38,328-932-8183,"miguel rodriguez","1539 mueller mews suite 832",en-US,unknown,2019-09-18,2025-10-17,chrome
251,Solomonstad,TX,61131,sophiali@roberts-snyder.com,1483.9,$401,Electric,Active,173.203.140.74,401.00,863-407-3893,"kathleen walker","93436 ricky drive apt. 443",en-GB,"ellis, smith and anderson",2016-03-13,2025-09-23,ie
70,"East Robertburgh",AZ,97535,oconnelltiffany@russell.info,1597.7,386.09,Water,Active,162.251.33.230,386.09,662-376-8292,"gary kennedy","5401 amanda stream",en-GB,unknown,2018-11-24,2024-08-17,safari
231,"New Jamesburgh",CT,73369,ijohns@yahoo.com,1653.2,$350.88,Water,Active,195.21.249.87,350.88,(29-4)6-5492,"carla brown","45650 carter route apt. 495",en-US,"goodwin, stephens and brennan",2020-11-14,2024-11-01,chrome
37,Blankenshipport,MT,46208,bakerdavid@yahoo.com,1465.8,"372.84 USD",Water,Active,66.97.174.250,372.84,348-592-4122,"regina diaz","651 thomas river suite 931",en-GB,unknown,2019-08-27,2025-11-05,safari
